CustomerID,Recency,Frequency,Monetary,Cluster
12346,326,1,77183.6,3
12347,3,7,4310.0,0
12348,76,4,1797.24,0
12349,19,1,1757.55,0
12350,311,1,334.4,1
12352,37,8,2506.04,0
12353,205,1,89.0,1
12354,233,1,1079.4,1
12355,215,1,459.4,1
12356,23,3,2811.43,0
12357,34,1,6207.67,0
12358,2,2,1168.06,0
12359,58,4,6372.58,0
12360,53,3,2662.06,0
12361,288,1,189.9,1
12362,4,10,5226.23,0
12363,110,2,552.0,0
12364,8,4,1313.1,0
12365,292,2,641.38,1
12367,5,1,168.9,0
12370,52,4,3545.69,0
12371,45,2,1887.96,0
12372,72,3,1298.04,0
12373,312,1,364.6,1
12374,26,1,742.93,0
12375,11,2,457.5,0
12377,316,2,1628.12,1
12378,130,1,4008.62,0
12379,82,2,852.24,0
12380,22,4,2724.81,0
12381,5,5,1845.31,0
12383,185,5,1850.56,1
12384,29,2,585.27,0
12386,338,2,401.9,1
12388,16,6,2780.66,0
12390,80,1,549.84,0
12391,22,1,460.89,0
12393,73,4,1582.6,0
12394,64,2,1272.48,0
12395,20,12,3018.63,0
12397,36,2,2409.9,0
12398,46,1,1635.6599999999999,0
12399,120,4,1108.65,0
12401,304,1,84.3,1
12402,324,1,225.6,1
12403,50,1,427.7,0
12405,149,1,1710.3899999999999,1
12406,23,2,3415.2999999999997,0
12407,50,5,1708.12,0
12408,33,5,2888.55,0
12409,79,3,11072.67,0
12410,309,2,693.33,1
12412,75,3,1226.8799999999999,0
12413,67,3,758.1,0
12414,218,3,562.41,1
12415,25,21,124914.53,2
12417,4,9,3649.1,0
12418,113,1,668.58,0
12420,64,1,600.39,0
12421,16,4,807.04,0
12422,96,3,803.56,0
12423,1,8,1859.31,0
12424,163,2,1760.96,1
12425,79,1,777.2,0
12426,195,1,582.73,1
12427,22,3,825.8000000000001,0
12428,26,9,7956.46,0
12429,10,4,3750.4,0
12430,44,1,256.4,0
12431,36,15,6487.45,3
12432,43,5,5059.32,0
12433,1,7,13375.87,0
12434,85,2,806.14,0
12435,80,2,7829.889999999999,0
12436,100,1,509.01,0
12437,2,18,4951.41,3
12438,15,2,2906.85,0
12441,367,1,173.55,1
12442,4,1,172.06,0
12444,22,5,5005.46,0
12445,23,1,133.4,0
12446,58,1,1002.31,0
12447,244,1,476.49,1
12448,45,1,449.45,0
12449,23,4,4067.29,0
12450,157,2,197.88,1
12451,11,5,9035.52,0
12452,17,2,430.57,0
12453,135,1,707.09,0
12454,57,1,3528.34,0
12455,74,6,2466.86,0
12456,45,3,3181.04,0
12457,67,7,2363.23,0
12458,72,2,947.4,0
12461,95,2,826.88,0
12462,19,2,1189.59,0
12463,54,4,1344.78,0
12464,11,8,1212.05,0
12465,18,2,742.1899999999999,0
12468,188,2,729.54,1
12471,3,30,19824.05,3
12472,33,7,6572.11,0
12473,30,5,3938.55,0
12474,18,18,7375.79,3
12475,54,1,723.38,0
12476,16,11,6816.42,0
12477,23,6,13219.74,0
12478,4,1,680.99,0
12479,12,1,527.2,0
12480,29,4,3281.63,0
12481,23,10,5596.32,0
12483,18,8,2484.98,0
12484,33,6,4541.72,0
12488,10,3,1298.66,0
12489,337,1,334.93,1
12490,6,10,5417.93,0
12491,39,1,460.4,0
12492,64,2,263.21,0
12493,166,2,433.74,1
12494,16,7,1246.1,0
12497,82,1,1043.1,0
12498,22,3,403.7,0
12500,24,11,4257.82,0
12501,337,1,2169.39,1
12502,96,5,3723.87,0
12504,19,2,482.05,0
12506,233,1,73.5,1
12507,135,3,1304.81,0
12508,27,2,398.27,0
12509,285,1,176.5,1
12510,143,2,982.57,0
12512,67,2,138.03,0
12513,113,1,612.29,0
12514,268,1,1017.6800000000001,1
12515,354,1,383.7,1
12516,78,2,1312.06,0
12517,29,5,2502.84,0
12518,1,5,2056.89,0
12519,64,1,340.84,0
12520,80,5,2634.2599999999998,0
12521,143,1,599.68,0
12522,40,2,192.72,0
12523,20,11,1789.77,0
12524,10,8,4485.72,0
12526,1,3,1316.66,0
12527,82,3,348.71,0
12528,10,6,1933.48,0
12530,60,4,1662.28,0
12531,15,1,125.22,0
12532,31,1,349.83,0
12534,131,1,1089.18,0
12535,92,2,716.35,0
12536,44,3,12601.830000000002,0
12538,30,1,363.95,0
12539,23,4,5568.35,0
12540,20,17,13400.24,3
12541,30,3,981.18,0
12544,37,1,372.7,0
12545,76,2,1000.39,0
12546,47,2,1161.5,0
12547,198,2,207.8,1
12548,167,1,95.19999999999999,1
12550,80,1,964.83,0
12551,358,1,168.0,1
12552,39,2,437.82,0
12553,9,10,3692.28,0
12556,51,2,603.71,0
12557,17,5,11990.960000000001,0
12558,8,1,269.96,0
12559,311,2,561.71,1
12560,6,3,2134.0099999999998,0
12561,303,1,238.85,1
12562,9,7,3781.7400000000002,0
12564,262,1,456.9,1
12565,289,1,145.92,1
12566,87,1,351.65,0
12567,23,10,9401.28,0
12569,3,32,4124.69,3
12571,40,2,519.61,0
12572,9,2,1020.42,0
12573,228,1,160.54,1
12574,316,1,218.45,1
12576,36,5,1315.83,0
12577,36,3,657.8,0
12578,22,2,2794.51,0
12579,79,1,440.42,0
12580,247,1,415.7,1
12581,40,1,197.71,0
12582,239,2,511.36,1
12583,3,15,7281.38,3
12584,4,9,2338.15,0
12585,235,2,2040.1,1
12586,18,1,196.94,0
12587,8,1,144.0,0
12588,40,1,214.9,0
12589,29,2,646.68,0
12590,212,2,9864.26,1
12591,318,1,452.84999999999997,1
12592,93,2,437.6,0
12593,109,3,418.1,0
12594,38,10,3338.22,0
12596,52,2,618.27,0
12597,20,4,3811.22,0
12598,10,8,3023.08,0
12599,30,7,1032.58,0
12600,29,10,2599.04,0
12601,190,5,577.06,1
12602,59,1,153.12,0
12603,22,1,739.2,0
12604,80,2,254.17999999999998,0
12607,61,1,1579.51,0
12609,79,3,1126.85,0
12610,23,5,2099.54,0
12611,53,1,1193.32,0
12612,75,1,704.04,0
12613,58,5,3344.38,0
12614,278,1,315.6,1
12615,3,4,2291.19,0
12616,96,2,713.3,0
12617,30,1,355.53000000000003,0
12618,22,1,177.31,0
12619,17,9,3641.24,0
12620,15,3,1339.41,0
12621,2,20,13689.67,3
12622,233,1,180.1,1
12623,277,1,305.1,1
12624,107,2,641.13,0
12625,212,2,2683.82,1
12626,24,9,6620.48,0
12627,11,7,4478.53,0
12628,5,3,786.46,0
12630,10,2,1270.88,0
12631,58,1,640.5,0
12633,59,4,2163.98,0
12635,90,2,1689.18,0
12637,68,8,6021.9,0
12638,34,1,671.69,0
12639,239,1,486.1,1
12640,24,3,1174.58,0
12641,116,1,185.9,0
12642,26,3,1013.26,0
12643,129,6,3344.64,0
12644,130,1,477.90999999999997,0
12645,34,4,1775.18,0
12646,5,2,1346.97,0
12647,23,12,3722.82,0
12648,155,1,318.05,1
12649,108,3,623.51,0
12650,4,1,314.44,0
12651,335,1,114.0,1
12652,332,1,919.98,1
12653,149,2,2209.85,1
12654,11,5,601.98,0
12656,18,5,4051.17,0
12657,12,4,1643.18,0
12658,19,1,686.05,0
12659,30,1,91.68,0
12660,12,1,245.1,0
12662,1,11,3849.7799999999997,0
12664,9,9,4881.88,0
12665,325,1,63.0,1
12667,59,1,620.13,0
12668,12,4,3807.15,0
12669,151,3,2744.0299999999997,1
12670,11,5,2996.05,0
12672,330,1,225.9,1
12673,6,2,610.52,0
12674,39,4,1970.6,0
12676,25,6,1331.3899999999999,0
12678,43,12,17628.46,3
12679,59,4,1113.02,0
12680,1,4,880.81,0
12681,15,22,13787.54,3
12682,4,31,12288.22,3
12683,5,15,8476.57,3
12684,8,7,2283.63,0
12685,29,6,2863.08,0
12686,372,1,89.14,1
12688,114,1,4873.81,0
12689,26,2,1247.61,0
12690,206,1,389.01,1
12691,29,6,1035.8,0
12693,128,4,855.91,0
12694,71,2,869.67,0
12695,8,4,582.1,0
12697,29,3,957.59,0
12700,8,4,4939.99,0
12701,80,2,797.71,0
12702,20,1,219.0,0
12703,72,1,283.55,0
12704,8,8,2340.84,0
12705,16,9,6868.29,0
12707,292,1,603.42,1
12708,30,10,2712.91,0
12709,16,15,9736.52,3
12710,97,3,1149.02,0
12712,29,13,4396.13,0
12713,1,1,848.55,0
12714,10,5,4708.86,0
12715,107,1,353.86,0
12716,4,2,1053.49,0
12717,152,2,1030.98,1
12718,72,1,238.25,0
12719,6,2,644.95,0
12720,3,25,5781.73,3
12721,32,6,2656.13,0
12722,86,4,997.63,0
12723,4,5,725.07,0
12724,6,4,1031.41,0
12725,372,1,427.8,1
12726,29,7,2609.1,0
12727,11,7,3980.7,0
12728,72,4,836.33,0
12729,114,1,453.01,0
12731,24,12,18895.91,3
12732,180,1,236.26,1
12733,235,1,383.95,1
12734,353,1,110.39999999999999,1
12735,316,2,779.5699999999999,1
12736,333,1,234.0,1
12738,373,1,155.35,1
12739,79,2,1013.04,0
12740,64,1,427.6,0
12743,135,2,546.43,0
12744,52,7,21279.29,3
12747,3,11,4196.01,0
12748,1,210,33719.73,2
12749,4,5,4090.88,0
12750,129,1,275.88,0
12752,82,1,4366.78,0
12753,23,6,21429.39,0
12754,236,3,3010.7400000000002,1
12755,281,2,3811.9500000000003,1
12756,87,1,112.08,0
12757,16,13,7857.1,3
12758,117,2,2791.59,0
12759,53,3,1531.44,0
12762,8,2,1898.52,0
12763,139,2,494.08,0
12764,317,1,1693.88,1
12766,4,7,6989.63,0
12769,239,1,1143.6,1
12770,211,1,1351.45,1
12772,60,1,892.47,0
12775,18,5,1386.04,0
12778,20,6,822.23,0
12779,38,8,3981.36,0
12781,64,2,826.74,0
12782,5,5,2330.92,0
12783,3,6,2225.91,0
12784,10,2,574.42,0
12785,365,1,311.95,1
12787,10,3,463.65999999999997,0
12789,66,1,91.85,0
12790,193,1,324.91999999999996,1
12791,374,1,192.6,1
12792,257,1,400.53999999999996,1
12793,335,2,545.48,1
12794,54,2,860.41,0
12795,19,1,430.48,0
12797,366,1,254.03,1
12798,11,3,6977.04,0
12802,187,1,427.58,1
12808,37,3,483.65000000000003,0
12809,178,1,489.31,1
12811,261,3,514.85,1
12812,45,1,229.64,0
12814,102,1,125.92,0
12815,148,2,1063.46,1
12816,96,2,572.2,0
12817,282,1,166.04,1
12818,262,1,1542.08,1
12820,4,4,942.34,0
12821,215,1,92.72,1
12822,71,2,948.88,0
12823,75,5,1759.5,0
12824,60,1,397.12,0
12826,3,7,1474.72,0
12827,6,3,430.15,0
12828,3,6,1018.7099999999999,0
12829,337,2,293.0,1
12830,38,6,6814.64,0
12831,263,1,215.05,1
12832,33,2,383.03000000000003,0
12833,146,1,417.38,1
12834,283,1,312.38,1
12836,60,4,2612.86,0
12837,174,1,134.1,1
12838,34,2,683.13,0
12839,3,14,5591.42,3
12840,144,4,2726.77,0
12841,5,25,4022.35,3
12842,71,2,1118.99,0
12843,66,8,1702.26,0
12844,30,2,325.96,0
12845,268,4,354.09000000000003,1
12847,23,1,871.54,0
12849,32,2,1050.89,0
12851,97,1,135.18,0
12852,295,1,311.55,1
12853,135,6,1957.1,0
12854,79,3,1324.5,0
12855,373,1,38.099999999999994,1
12856,8,6,2179.93,0
12857,211,2,1106.4,1
12863,53,1,521.2,0
12864,139,1,147.12,0
12865,27,2,1568.23,0
12866,284,1,559.12,1
12867,27,7,4036.82,0
12868,186,6,1607.06,1
12871,85,2,380.64,0
12872,327,2,599.97,1
12873,283,1,374.0,1
12875,144,2,343.23,0
12876,58,2,2218.02,0
12877,4,12,1535.77,0
12878,237,2,854.99,1
12879,45,3,573.22,0
12881,276,1,298.0,1
12882,10,2,1463.04,0
12883,25,4,703.47,0
12884,89,1,309.05,0
12885,64,3,1175.22,0
12886,68,2,1378.4,0
12888,215,2,354.12,1
12890,25,1,380.46999999999997,0
12891,186,3,331.0,1
12893,31,1,188.14,0
12895,43,2,372.8,0
12897,205,2,216.5,1
12901,9,28,17654.54,3
12902,265,1,138.68,1
12904,19,2,509.58,0
12906,12,5,2919.81,0
12908,177,2,750.0,1
12909,40,5,2178.67,0
12910,24,8,3075.04,0
12912,3,5,1662.3,0
12913,5,5,2483.63,0
12915,149,2,363.65,1
12916,139,4,3006.15,0
12917,129,1,594.0,0
12919,9,6,1335.19,0
12920,18,1,164.23,0
12921,10,37,16587.09,3
12922,162,1,405.38,1
12923,65,1,176.97,0
12924,89,4,933.7,0
12925,5,2,694.05,0
12928,36,5,2062.7,0
12929,312,1,117.85,1
12930,79,2,415.8,0
12931,22,15,42055.96,3
12933,25,3,607.53,0
12935,3,7,2160.7,0
12936,18,4,1063.9,0
12937,16,4,1504.27,0
12938,26,1,114.14,0
12939,65,8,11581.8,0
12940,55,2,913.54,0
12942,132,3,683.9,0
12944,36,2,604.51,0
12945,289,1,462.95,1
12947,144,6,1603.99,0
12948,17,7,2064.95,0
12949,31,8,4167.22,0
12950,3,3,1843.0,0
12951,9,6,1064.07,0
12952,6,4,1387.79,0
12953,10,1,329.85,0
12955,2,11,4757.16,0
12956,307,1,108.07,1
12957,10,8,4017.54,0
12962,8,2,266.39,0
12963,9,8,1856.6299999999999,0
12965,90,1,771.91,0
12966,10,1,160.18,0
12967,359,2,1660.9,1
12968,113,1,135.95,0
12970,8,4,452.24,0
12971,4,86,11189.91,3
12974,198,1,144.8,1
12976,212,1,738.6,1
12977,157,1,39.239999999999995,1
12980,158,9,7374.9,0
12981,30,2,372.21999999999997,0
12982,243,1,390.54,1
12984,19,1,97.5,0
12985,1,2,1239.38,0
12987,74,2,558.7,0
12988,293,1,535.32,1
12989,4,15,6924.11,3
12990,32,3,409.5,0
12991,24,2,503.76,0
12993,24,4,414.76,0
12994,5,3,974.42,0
12995,86,1,211.32,0
12997,23,4,1226.8899999999999,0
12999,197,3,455.88,1
13000,107,3,534.85,0
13001,5,13,9818.82,3
13002,319,1,120.95,1
13003,106,3,149.05,0
13004,12,18,5655.91,3
13005,174,2,513.7,1
13006,57,1,81.57,0
13008,324,1,229.47,1
13011,373,1,50.55,1
13012,10,8,1661.84,0
13013,2,13,4810.94,0
13014,11,10,3466.28,0
13015,54,5,3346.2799999999997,0
13016,74,3,789.89,0
13017,8,1,204.0,0
13018,17,28,7277.7,3
13021,5,9,2616.38,0
13023,65,2,689.9,0
13026,2,5,975.36,0
13027,114,6,6912.0,0
13028,23,2,661.3199999999999,0
13029,31,3,1247.5,0
13030,12,2,799.48,0
13032,53,2,1010.18,0
13033,358,1,190.55,1
13034,55,2,642.77,0
13035,74,2,921.88,0
13037,139,3,881.0699999999999,0
13038,81,3,908.46,0
13040,9,2,676.99,0
13043,274,1,516.42,1
13044,292,1,560.47,1
13045,100,1,305.28000000000003,0
13046,31,2,629.31,0
13047,32,10,3237.54,0
13048,15,4,1835.91,0
13049,65,2,656.6800000000001,0
13050,15,17,5836.86,3
13052,213,1,348.15,1
13055,79,3,1214.41,0
13058,25,3,271.40000000000003,0
13059,250,1,183.4,1
13060,254,1,307.53,1
13061,73,1,248.60999999999999,0
13062,192,1,346.98,1
13064,13,4,1119.49,0
13065,374,1,205.85999999999999,1
13066,25,2,470.8,0
13067,83,1,115.46000000000001,0
13068,11,2,344.0,0
13069,1,24,4436.12,3
13070,193,1,228.8,1
13072,267,1,177.15,1
13075,130,1,919.61,0
13077,2,4,729.27,0
13078,4,26,12627.94,3
13079,5,5,220.1,0
13080,180,1,58.08,1
13081,12,11,28337.38,3
13082,127,9,3613.63,0
13083,5,2,303.75,0
13085,158,2,416.08,1
13089,3,97,58825.83,2
13090,9,14,8910.82,3
13091,29,1,345.82,0
13092,71,5,477.83,0
13093,276,8,7832.47,1
13094,22,12,1927.32,0
13095,71,1,74.4,0
13097,33,10,6010.42,0
13098,2,28,28882.44,3
13099,100,1,207.36,0
13101,235,1,101.19,1
13102,2,24,6424.09,3
13103,40,1,243.94,0
13104,4,6,1098.48,0
13106,134,1,76.5,0
13107,45,4,1531.6200000000001,0
13108,373,1,350.06,1
13109,60,2,786.54,0
13110,32,7,1488.67,0
13113,1,24,12245.96,3
13115,12,4,2294.78,0
13116,139,1,501.14,0
13117,22,8,984.91,0
13118,20,5,1197.81,0
13120,239,1,30.6,1
13121,270,1,283.73,1
13122,95,2,922.39,0
13124,90,3,3866.33,0
13126,5,8,2099.64,0
13127,78,1,259.17,0
13130,95,1,64.0,0
13131,24,3,1073.3,0
13132,262,1,77.3,1
13133,274,2,109.8,1
13134,86,4,1793.58,0
13135,197,1,3096.0,1
13136,57,5,2607.61,0
13137,11,8,3650.41,0
13138,23,6,962.39,0
13139,17,7,5064.9400000000005,0
13140,109,3,423.72,0
13141,85,5,2388.75,0
13142,20,1,307.09000000000003,0
13144,333,1,110.95,1
13145,40,4,618.52,0
13146,27,1,228.91,0
13147,11,4,712.8,0
13148,30,12,3707.12,0
13149,15,4,1676.06,0
13151,296,1,1257.87,1
13153,6,1,486.22,0
13155,34,4,971.76,0
13157,50,4,1741.22,0
13158,95,4,1201.06,0
13159,9,4,1437.85,0
13160,23,1,91.8,0
13161,314,1,112.75,1
13162,123,4,1688.29,0
13165,47,2,1021.48,0
13166,284,1,417.2,1
13167,19,4,791.33,0
13168,37,4,1319.19,0
13169,64,2,712.88,0
13170,27,1,116.00999999999999,0
13171,22,3,468.41,0
13173,5,2,353.65000000000003,0
13174,17,3,2817.03,0
13176,47,1,492.84,0
13177,65,1,282.45,0
13178,27,11,5725.47,0
13182,46,1,121.18,0
13183,8,9,3957.7799999999997,0
13184,15,10,1701.29,0
13185,268,1,71.4,1
13186,40,3,1575.89,0
13187,338,1,236.02,1
13188,12,1,114.6,0
13189,19,2,260.68,0
13192,96,2,911.94,0
13193,62,1,117.88,0
13194,136,1,60.7,0
13196,12,4,1797.78,0
13198,11,6,3401.24,0
13199,4,38,9817.12,3
13200,20,4,870.09,0
13203,10,4,869.46,0
13207,16,2,250.26000000000002,0
13208,59,6,1223.9,0
13209,31,8,5891.61,0
13210,94,1,353.48,0
13211,11,3,1197.42,0
13212,20,3,788.08,0
13213,57,5,1520.58,0
13216,268,1,333.74,1
13217,123,3,533.98,0
13218,128,1,62.64,0
13220,79,4,819.2900000000001,0
13221,241,2,847.41,1
13223,201,2,163.2,1
13224,61,2,2155.95,0
13225,4,7,6463.84,0
13226,274,1,108.21000000000001,1
13227,202,1,257.7,1
13228,82,1,358.0,0
13229,226,1,160.95,1
13230,5,14,2806.97,0
13232,13,7,1357.6,0
13233,75,2,605.12,0
13235,213,1,1031.07,1
13236,25,2,744.85,0
13238,18,4,700.73,0
13239,262,1,329.56,1
13240,97,4,663.65,0
13242,113,3,270.40000000000003,0
13243,204,1,600.07,1
13244,93,1,121.74000000000001,0
13245,51,1,430.5,0
13246,19,6,1987.3,0
13247,18,4,501.12,0
13248,125,2,465.68,0
13249,93,3,711.41,0
13253,157,2,1030.4,1
13255,10,2,399.51,0
13256,15,1,0.0,0
13258,12,3,698.5799999999999,0
13259,62,1,292.32,0
13260,62,1,557.62,0
13261,269,2,944.1,1
13262,264,1,200.29,1
13263,2,35,7454.07,3
13265,54,5,2107.66,0
13266,12,12,3834.2599999999998,0
13267,3,19,4521.49,3
13268,18,11,3214.69,0
13269,2,15,5346.23,3
13270,367,1,590.0,1
13271,38,1,217.38,0
13272,32,2,276.56,0
13273,114,1,138.98,0
13276,64,2,590.93,0
13277,16,4,258.4,0
13278,41,1,542.73,0
13279,79,1,137.75,0
13280,123,3,814.86,0
13282,19,3,1132.1399999999999,0
13283,60,2,93.66,0
13284,331,1,201.19,1
13285,24,4,2709.12,0
13291,156,1,361.11,1
13292,39,2,578.94,0
13294,190,2,873.74,1
13295,360,1,201.2,1
13296,138,1,87.4,0
13297,8,4,2089.85,0
13298,2,1,360.0,0
13299,269,1,142.5,1
13300,170,1,371.89,1
13301,104,4,618.09,0
13302,156,1,63.75,1
13304,352,1,300.42,1
13305,5,10,2000.86,0
13307,121,1,15.0,0
13308,23,3,1385.51,0
13309,8,5,1456.79,0
13310,29,3,1132.03,0
13311,5,2,598.5699999999999,0
13313,23,5,1555.32,0
13314,2,3,775.9399999999999,0
13316,38,4,5977.73,0
13317,67,6,2273.68,0
13318,2,3,640.76,0
13319,6,26,10845.55,3
13320,79,4,1548.7,0
13321,73,2,567.36,0
13322,18,1,199.48000000000002,0
13323,4,5,787.85,0
13324,37,10,7121.95,0
13325,82,1,675.3,0
13327,39,8,3627.77,0
13328,317,1,1308.48,1
13329,32,2,789.0,0
13330,93,3,1140.93,0
13332,15,1,350.9,0
13334,83,3,3536.82,0
13336,78,1,795.12,0
13338,158,1,487.02,1
13339,201,1,860.12,1
13340,46,7,10736.48,0
13341,261,1,775.85,1
13343,178,1,353.43,1
13344,68,3,2543.72,0
13345,288,1,389.5,1
13347,71,1,341.36,0
13348,65,1,233.76,0
13349,11,1,247.32,0
13350,17,2,979.12,0
13351,67,1,373.94,0
13352,61,1,397.98,0
13354,72,1,743.53,0
13355,123,1,674.7,0
13356,81,1,768.24,0
13357,258,1,609.95,1
13358,269,1,439.03,1
13359,64,1,439.56,0
13362,10,4,3090.74,0
13363,18,2,992.5,0
13364,72,1,134.96,0
13365,34,2,2225.37,0
13366,51,1,56.16,0
13368,257,2,623.4,1
13369,366,1,308.28,1
13370,372,1,754.87,1
13372,90,1,378.64,0
13373,61,3,3312.25,0
13375,89,1,778.65,0
13376,100,3,1019.76,0
13379,27,3,572.56,0
13381,32,6,3639.31,0
13382,281,1,222.99,1
13384,31,7,4151.93,0
13385,330,1,534.57,1
13388,132,2,677.1,0
13389,12,3,797.96,0
13390,75,1,544.08,0
13391,204,1,59.8,1
13394,2,8,2520.02,0
13395,186,1,307.72,1
13396,30,2,1360.99,0
13397,73,5,1544.13,0
13398,193,1,457.34000000000003,1
13402,128,2,621.23,0
13403,18,1,75.0,0
13404,2,2,252.49,0
13405,75,3,572.451,0
13408,2,62,28117.04,3
13410,25,5,1003.06,0
13411,108,1,213.55,0
13414,134,3,1390.5,0
13416,44,2,712.5,0
13417,5,2,640.83,0
13418,12,18,6127.43,3
13419,64,1,221.06,0
13420,150,2,159.85,1
13421,41,2,1851.08,0
13422,65,1,2626.3,0
13425,109,3,1624.21,0
13426,1,10,3641.32,0
13427,20,3,582.6,0
13428,11,1,218.47,0
13429,11,4,1006.8,0
13430,19,2,679.45,0
13431,68,2,1269.1,0
13434,75,2,534.24,0
13435,6,7,3809.89,0
13436,2,1,196.89,0
13437,15,7,3408.06,0
13439,256,1,283.71,1
13441,92,1,296.64,0
13447,24,3,1129.1399999999999,0
13448,17,6,3539.37,0
13449,24,1,291.88,0
13450,27,6,2043.72,0
13451,27,5,2976.15,0
13452,260,2,590.0,1
13453,166,2,356.98,1
13455,25,2,1058.34,0
13456,18,6,1766.72,0
13458,8,14,9646.57,3
13460,30,2,183.44,0
13461,39,3,1445.0,0
13462,253,1,151.5,1
13464,59,1,674.68,0
13466,185,1,307.9,1
13467,11,2,1083.71,0
13468,2,37,5704.97,3
13470,100,2,165.0,0
13471,2,4,2531.58,0
13473,61,2,422.64,0
13474,237,1,229.59,1
13475,192,4,1431.78,1
13476,179,2,1238.47,1
13477,38,6,1454.58,0
13479,201,2,300.95,1
13481,46,5,1804.56,0
13482,233,1,184.64,1
13483,66,1,140.34,0
13484,242,1,313.8,1
13485,234,1,454.24,1
13486,79,3,1122.41,0
13487,58,3,575.4,0
13488,18,13,8968.31,3
13489,106,4,449.52,0
13491,52,10,1215.82,0
13492,137,3,1269.84,0
13493,276,2,618.63,1
13494,312,1,316.26,1
